Head,Head-Tail Bonding,Lipid Type,Category,Main Class,Sub Class,Class Level 4,Nota
PS,Ether con FA que lleve O-,LPS(O-,Glycerophospholipids [GP],Glycerophosphoserines [GP03],"1-alkyl,2-acylglycerophosphoserines [GP0302]",N/A,Enlace tipo Eter en lugar de Ester; https://www.lipidmaps.org/databases/lmsd/LMGP03060001
PS,Ether con FA que lleve O-,LPS(O-,Glycerophospholipids [GP],Glycerophosphoserines [GP03],Monoalkylglycerophosphoserines [GP0306],N/A,
PS,Ether con FA que lleve O-,LPS(P-,Glycerophospholipids [GP],Glycerophosphoserines [GP03],1Z-alkenylglycerophosphoserines [GP0307],N/A,"Caso particular del enlace tipo Eter, doble enlace en el primer carbono; https://www.lipidmaps.org/databases/lmsd/LMGP03070001"
PS,Ether con FA que lleve O-,LPS(P-,Glycerophospholipids [GP],Glycerophosphoserines [GP03],"1-(1Z-alkenyl),2-acylglycerophosphoserines [GP0303]",N/A,
SQMG,Ester,LSQMG(,N/A,N/A,N/A,N/A,MG esterificado con Glucosido sulfonico; https://www.lipidmaps.org/databases/lmsd/LMGL04010002
PA,Ester,LysoPA(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphates [GP1005],N/A,
PA,Ester,LysoPA(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphates [GP1001],N/A,
PA,Ester,LysoPA(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphates [GP2007],N/A,
PA,Ester,LysoPA(,Glycerophospholipids [GP],Glycerophosphates [GP10],Monoacylglycerophosphates [GP1005],N/A,
PA,Ester,LysoPA(,Glycerophospholipids [GP],Glycerophosphates [GP10],Diacylglycerophosphates [GP1001],N/A,
PA,Ester,LysoPA(,Glycerophospholipids [GP],Glycerophosphates [GP10],Oxidized glycerophosphates [GP2007],N/A,
PA,Ester,LysoPA(a-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphates [GP1005],N/A,
PA,Ester,LysoPA(a-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphates [GP1001],N/A,
PA,Ester,LysoPA(a-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphates [GP2007],N/A,
PA,Ester,LysoPA(a-,Glycerophospholipids [GP],Glycerophosphates [GP10],Monoacylglycerophosphates [GP1005],N/A,
PA,Ester,LysoPA(a-,Glycerophospholipids [GP],Glycerophosphates [GP10],Diacylglycerophosphates [GP1001],N/A,
PA,Ester,LysoPA(a-,Glycerophospholipids [GP],Glycerophosphates [GP10],Oxidized glycerophosphates [GP2007],N/A,
PA,Ester,LysoPA(i-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphates [GP1005],N/A,
PA,Ester,LysoPA(i-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphates [GP1001],N/A,
PA,Ester,LysoPA(i-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphates [GP2007],N/A,
PA,Ester,LysoPA(i-,Glycerophospholipids [GP],Glycerophosphates [GP10],Monoacylglycerophosphates [GP1005],N/A,
PA,Ester,LysoPA(i-,Glycerophospholipids [GP],Glycerophosphates [GP10],Diacylglycerophosphates [GP1001],N/A,
PA,Ester,LysoPA(i-,Glycerophospholipids [GP],Glycerophosphates [GP10],Oxidized glycerophosphates [GP2007],N/A,
PC,Ester,lysoPC(,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Monoacylglycerophosphocholines [GP0105],N/A,
PC,Ester,lysoPC(,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Oxidized glycerophosphocholines [GP2001],N/A,
PC,Ester,lysoPC(,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],N/A,
PC,Ester,lysoPC(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphocholines [GP0105],N/A,
PC,Ester,lysoPC(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphocholines [GP2001],N/A,
PC,Ester,lysoPC(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphocholines [GP0101],N/A,
SM,Ester con Choline,LysoSM(d,N/A,N/A,N/A,N/A,https://www.lipidmaps.org/databases/lmsd/LMSP01060001
MG,Ester,MG(,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],N/A,
MG,Ester,MG(a-,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],N/A,
MG,Ester,MG(i-,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],N/A,
MG,Ether con FA que lleve O-,MG(O-,Glycerolipids [GL],Monoradylglycerols [GL01],Mono-(1Z-alkenyl)-glycerols [GL0103],N/A,Enlace tipo Eter en lugar de Ester;
MG,Ether con FA que lleve O-,MG(O-,Glycerolipids [GL],Monoradylglycerols [GL01],Monoalkylglycerols [GL0102],N/A,
MG,Ether con FA que lleve O-,MG(P-,N/A,N/A,N/A,N/A,"Caso particular del enlace tipo Eter, doble enlace en el primer carbono; "
MGDG,Ester,MGDG(,Glycerolipids [GL],Glycosyldiradylglycerols [GL05],Glycosyldiacylglycerols [GL0501],N/A,https://www.lipidmaps.org/databases/lmsd/LMGL05010001
MGDG,Ester,MGDG-O(,Glycerolipids [GL],Glycosyldiradylglycerols [GL05],Glycosyldiacylglycerols [GL0501],N/A,https://www.lipidmaps.org/databases/lmsd/LMGL05010060
NA,NA,Micropine(,N/A,N/A,N/A,N/A,https://www.lipidmaps.org/databases/lmsd/LMSP01080050
MIPC,Amida y Ester con MI,MIPC(d,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphoinositols [SP0303],N/A,https://www.lipidmaps.org/databases/lmsd/LMSP03030057
MIPC,Amida y Ester con MI,MIPC(t,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphoinositols [SP0303],N/A,
mPA,Ether,mLPA(O-,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],N/A,N/A,Acido phosphatidico con un metil; https://www.lipidmaps.org/databases/lmsd/LMGP00000065
1-O-myristoyl-Cer,Amida y Ester con 1-O-FA,myristoyl-Cer(d,Sphingolipids [SP],Ceramides [SP02],Acylceramides [SP0204],N/A,https://www.lipidmaps.org/databases/lmsd/LMSP02040002
NAPE,Ester y amida al FA,NAPE(,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Diacylglycerophosphoethanolamines [GP0201],N/A,PE esterificado a un acido graso; https://www.lipidmaps.org/databases/lmsd/LMGP02010358
PA,Ester,PA(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphates [GP1005],N/A,
PA,Ester,PA(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphates [GP1001],N/A,
PA,Ester,PA(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphates [GP2007],N/A,
PA,Ester,PA(,Glycerophospholipids [GP],Glycerophosphates [GP10],Monoacylglycerophosphates [GP1005],N/A,
PA,Ester,PA(,Glycerophospholipids [GP],Glycerophosphates [GP10],Diacylglycerophosphates [GP1001],N/A,
PA,Ester,PA(,Glycerophospholipids [GP],Glycerophosphates [GP10],Oxidized glycerophosphates [GP2007],N/A,
PA,Ester,PA(a-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphates [GP1005],N/A,
PA,Ester,PA(a-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphates [GP1001],N/A,
PA,Ester,PA(a-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphates [GP2007],N/A,
PA,Ester,PA(a-,Glycerophospholipids [GP],Glycerophosphates [GP10],Monoacylglycerophosphates [GP1005],N/A,
PA,Ester,PA(a-,Glycerophospholipids [GP],Glycerophosphates [GP10],Diacylglycerophosphates [GP1001],N/A,
PA,Ester,PA(a-,Glycerophospholipids [GP],Glycerophosphates [GP10],Oxidized glycerophosphates [GP2007],N/A,
PA,Ester,PA(i-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphates [GP1005],N/A,
PA,Ester,PA(i-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphates [GP1001],N/A,
PA,Ester,PA(i-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphates [GP2007],N/A,
PA,Ester,PA(i-,Glycerophospholipids [GP],Glycerophosphates [GP10],Monoacylglycerophosphates [GP1005],N/A,
PA,Ester,PA(i-,Glycerophospholipids [GP],Glycerophosphates [GP10],Diacylglycerophosphates [GP1001],N/A,
PA,Ester,PA(i-,Glycerophospholipids [GP],Glycerophosphates [GP10],Oxidized glycerophosphates [GP2007],N/A,
PA,Ether con FA que lleve O-,PA(O-,Glycerophospholipids [GP],Glycerophosphates [GP10],Monoalkylglycerophosphates [GP1006],N/A,Enlace tipo Eter en lugar de Ester;
PA,Ether con FA que lleve O-,PA(O-,Glycerophospholipids [GP],Glycerophosphates [GP10],"1-alkyl,2-acylglycerophosphates [GP1002]",N/A,
PA,Ether con FA que lleve O-,PA(P-,Glycerophospholipids [GP],Glycerophosphates [GP10],1Z-alkenylglycerophosphates [GP1007],N/A,"Caso particular del enlace tipo Eter, doble enlace en el primer carbono; "
PA,Ether con FA que lleve O-,PA(P-,Glycerophospholipids [GP],Glycerophosphates [GP10],"1-(1Z-alkenyl),2-acylglycerophosphates [GP1003]",N/A,
1-O-palmitoyl-Cer,Amida y Ester con 1-O-FA,palmitoyl-Cer(d,Sphingolipids [SP],Ceramides [SP02],Acylceramides [SP0204],N/A,https://www.lipidmaps.org/databases/lmsd/LMSP02040003
PAT16,Ester,PAT16(,Saccharolipids [SL],Acyltrehaloses [SL03],N/A,N/A,https://www.lipidmaps.org/databases/lmsd/LMSL03000022
PAT18,Ester,PAT18(,Saccharolipids [SL],Acyltrehaloses [SL03],N/A,N/A,https://www.lipidmaps.org/databases/lmsd/LMSL03000647
PC,Ester,PC(,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Monoacylglycerophosphocholines [GP0105],N/A,
PC,Ester,PC(,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Oxidized glycerophosphocholines [GP2001],N/A,
PC,Ester,PC(,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],N/A,
PC,Ester,PC(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphocholines [GP0105],N/A,
PC,Ester,PC(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphocholines [GP2001],N/A,
PC,Ester,PC(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphocholines [GP0101],N/A,
PC,Ether con FA que lleve O-,PC(O-,Glycerophospholipids [GP],Glycerophosphocholines [GP01],"1-alkyl,2-acylglycerophosphocholines [GP0102]",N/A,Enlace tipo Eter en lugar de Ester;
PC,Ether con FA que lleve O-,PC(O-,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Monoalkylglycerophosphocholines [GP0106],N/A,
PC,Ether con FA que lleve O-,PC(P-,Glycerophospholipids [GP],Glycerophosphocholines [GP01],1Z-alkenylglycerophosphocholines [GP0107],N/A,"Caso particular del enlace tipo Eter, doble enlace en el primer carbono; "
PC,Ether con FA que lleve O-,PC(P-,Glycerophospholipids [GP],Glycerophosphocholines [GP01],"1-(1Z-alkenyl),2-acylglycerophosphocholines [GP0103]",N/A,
PE,Ester,PE(,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Diacylglycerophosphoethanolamines [GP0201],N/A,
PE,Ester,PE(,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Oxidized glycerophosphoethanolamines [GP2002],N/A,
PE,Ester,PE(,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Monoacylglycerophosphoethanolamines [GP0205],N/A,
PE,Ester,PE(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphoethanolamines [GP0201],N/A,
PE,Ester,PE(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphoethanolamines [GP2002],N/A,
PE,Ester,PE(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphoethanolamines [GP0205],N/A,
PE,Ester,PE(,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],Diacylglycerophosphoethanolamines [GP0201],N/A,
PE,Ester,PE(,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],Oxidized glycerophosphoethanolamines [GP2002],N/A,
PE,Ester,PE(,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],Monoacylglycerophosphoethanolamines [GP0205],N/A,
PE,Ether con FA que lleve O-,PE(O-,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],"1-alkyl,2-acylglycerophosphoethanolamines [GP0202]",N/A,Enlace tipo Eter en lugar de Ester;
PE,Ether con FA que lleve O-,PE(O-,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Monoalkylglycerophosphoethanolamines [GP0206],N/A,
PE,Ether con FA que lleve O-,PE(P-,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Oxidized glycerophosphoethanolamines [GP2002],N/A,"Caso particular del enlace tipo Eter, doble enlace en el primer carbono; "
PE,Ether con FA que lleve O-,PE(P-,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],1Z-alkenylglycerophosphoethanolamines [GP0207],N/A,
PE,Ether con FA que lleve O-,PE(P-,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines [GP0203]",N/A,
PE,Ether con FA que lleve O-,PE(P-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphoethanolamines [GP2002],N/A,
PE,Ether con FA que lleve O-,PE(P-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],1Z-alkenylglycerophosphoethanolamines [GP0207],N/A,
PE,Ether con FA que lleve O-,PE(P-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines [GP0203]",N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(d,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Diacylglycerophosphoethanolamines [GP0201],N/A,Ceramida con una ethanolamide; https://www.lipidmaps.org/databases/lmsd/LMSP03020001
CerPE,Amida y Ester con Ethanolamide,PE-Cer(d,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Oxidized glycerophosphoethanolamines [GP2002],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(d,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Monoacylglycerophosphoethanolamines [GP0205],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(d,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphoethanolamines [GP0201],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(d,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphoethanolamines [GP2002],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(d,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphoethanolamines [GP0205],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(d,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],Diacylglycerophosphoethanolamines [GP0201],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(d,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],Oxidized glycerophosphoethanolamines [GP2002],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(d,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],Monoacylglycerophosphoethanolamines [GP0205],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(t,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Diacylglycerophosphoethanolamines [GP0201],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(t,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Oxidized glycerophosphoethanolamines [GP2002],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(t,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Monoacylglycerophosphoethanolamines [GP0205],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(t,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphoethanolamines [GP0201],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(t,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphoethanolamines [GP2002],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(t,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphoethanolamines [GP0205],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(t,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],Diacylglycerophosphoethanolamines [GP0201],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(t,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],Oxidized glycerophosphoethanolamines [GP2002],N/A,
CerPE,Amida y Ester con Ethanolamide,PE-Cer(t,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],Monoacylglycerophosphoethanolamines [GP0205],N/A,
PE-GlcDG,Ether con FA que lleve O-,PE-GlcDG(P-,Glycerolipids [GL],Glycosyldiradylglycerols [GL05],Glycosylalkylacylglycerols [GL0502],N/A,https://www.lipidmaps.org/databases/lmsd/LMGL05020001
PE-GlcClcDG,Ether con FA que lleve O-,PE-GlcGlcDG(P-,Glycerolipids [GL],Glycosyldiradylglycerols [GL05],Glycosylalkylacylglycerols [GL0502],N/A,https://www.lipidmaps.org/databases/lmsd/LMGL05020002
PE-NMe,Ester,PE-NMe(,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Diacylglycerophosphoethanolamines [GP0201],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP0201AA00
PE-NMe2,Ester,PE-NMe2(,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Diacylglycerophosphoethanolamines [GP0201],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP02010313
PG,Ester,PG(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphoglycerols [GP0405],N/A,
PG,Ester,PG(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphoglycerols [GP0401],N/A,
PG,Ester,PG(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphoglycerols [GP2006],N/A,
PG,Ester,PG(,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Monoacylglycerophosphoglycerols [GP0405],N/A,
PG,Ester,PG(,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Diacylglycerophosphoglycerols [GP0401],N/A,
PG,Ester,PG(,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Oxidized glycerophosphoglycerols [GP2006],N/A,
PG,Ester,PG(a-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphoglycerols [GP0405],N/A,
PG,Ester,PG(a-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphoglycerols [GP0401],N/A,
PG,Ester,PG(a-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphoglycerols [GP2006],N/A,
PG,Ester,PG(a-,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Monoacylglycerophosphoglycerols [GP0405],N/A,
PG,Ester,PG(a-,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Diacylglycerophosphoglycerols [GP0401],N/A,
PG,Ester,PG(a-,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Oxidized glycerophosphoglycerols [GP2006],N/A,
PG,Ester,PG(i-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphoglycerols [GP0405],N/A,
PG,Ester,PG(i-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphoglycerols [GP0401],N/A,
PG,Ester,PG(i-,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphoglycerols [GP2006],N/A,
PG,Ester,PG(i-,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Monoacylglycerophosphoglycerols [GP0405],N/A,
PG,Ester,PG(i-,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Diacylglycerophosphoglycerols [GP0401],N/A,
PG,Ester,PG(i-,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Oxidized glycerophosphoglycerols [GP2006],N/A,
PG,Ether con FA que lleve O-,PG(O-,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],"1-alkyl,2-acylglycerophosphoglycerols [GP0402]",N/A,Enlace tipo Eter en lugar de Ester;
PG,Ether con FA que lleve O-,PG(O-,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Monoalkylglycerophosphoglycerols [GP0406],N/A,
PG,Ether con FA que lleve O-,PG(P-,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],"1-(1Z-alkenyl),2-acylglycerophosphoglycerols [GP0403]",N/A,"Caso particular del enlace tipo Eter, doble enlace en el primer carbono; "
PG,Ether con FA que lleve O-,PG(P-,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],1Z-alkenylglycerophosphoglycerols [GP0407],N/A,
PGP,Ester,PGP(,Glycerophospholipids [GP],Glycerophosphoglycerophosphates [GP05],Diacylglycerophosphoglycerophosphates [GP0501],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP05010001
PGP,Ester,PGP(a-,Glycerophospholipids [GP],Glycerophosphoglycerophosphates [GP05],Diacylglycerophosphoglycerophosphates [GP0501],N/A,
PGP,Ester,PGP(i-,Glycerophospholipids [GP],Glycerophosphoglycerophosphates [GP05],Diacylglycerophosphoglycerophosphates [GP0501],N/A,
NA,NA,PHENOL(,N/A,N/A,N/A,N/A,NA
PI,Ester,PI(,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],Monoacylglycerophosphoinositols [GP0605],N/A,
PI,Ester,PI(,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],Diacylglycerophosphoinositols [GP0601],N/A,
PI,Ester,PI(,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],Diacylglycerophosphoinositolglycans [GP1501],N/A,
PI,Ester,PI(,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],Oxidized glycerophosphoinositols [GP2005],N/A,
PI,Ester,PI(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphoinositols [GP0605],N/A,
PI,Ester,PI(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphoinositols [GP0601],N/A,
PI,Ester,PI(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphoinositolglycans [GP1501],N/A,
PI,Ester,PI(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphoinositols [GP2005],N/A,
PI,Ester,PI(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Monoacylglycerophosphoinositols [GP0605],N/A,
PI,Ester,PI(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Diacylglycerophosphoinositols [GP0601],N/A,
PI,Ester,PI(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Diacylglycerophosphoinositolglycans [GP1501],N/A,
PI,Ester,PI(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Oxidized glycerophosphoinositols [GP2005],N/A,
PI,Ether con FA que lleve O-,PI(O-,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],"1-alkyl,2-acylglycerophosphoinositols [GP0602]",N/A,Enlace tipo Eter en lugar de Ester;
PI,Ether con FA que lleve O-,PI(O-,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],Monoalkylglycerophosphoinositols [GP0606],N/A,
PI,Ether con FA que lleve O-,PI(P-,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],"1-(1Z-alkenyl),2-acylglycerophosphoinositols [GP0603]",N/A,"Caso particular del enlace tipo Eter, doble enlace en el primer carbono; "
PI,Ether con FA que lleve O-,PI(P-,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],1Z-alkenylglycerophosphoinositols [GP0607],N/A,
CerPI,Amida y Ester con Inositol,PI-Cer(d,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphoinositols [SP0303],N/A,
CerPI,Amida y Ester con Inositol,PI-Cer(t,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphoinositols [SP0303],N/A,
PIM1,Ester,PIM1(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Diacylglycerophosphoinositolglycans [GP1501],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP15010002
PIM2,Ester,PIM2(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Diacylglycerophosphoinositolglycans [GP1501],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP15010050
PIM3,Ester,PIM3(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Diacylglycerophosphoinositolglycans [GP1501],N/A,
PIM4,Ester,PIM4(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Diacylglycerophosphoinositolglycans [GP1501],N/A,
PIM5,Ester,PIM5(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Diacylglycerophosphoinositolglycans [GP1501],N/A,
PIM6,Ester,PIM6(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Diacylglycerophosphoinositolglycans [GP1501],N/A,
PIP,Ester,PIP(,Glycerophospholipids [GP],Glycerophosphoinositol monophosphates [GP07],Diacylglycerophosphoinositol monophosphates [GP0701],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP07010001
PIP2,Ester,PIP2(,Glycerophospholipids [GP],Glycerophosphoinositol bisphosphates [GP08],Diacylglycerophosphoinositol bisphosphates [GP0801],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP08010005
PIP3,Ester,PIP3(,Glycerophospholipids [GP],Glycerophosphoinositol trisphosphates [GP09],Diacylglycerophosphoinositol trisphosphates [GP0901],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP09010000
PnC,Ester,PnC(,Glycerophospholipids [GP],Glycerophosphonocholines [GP16],Diacylglycerophosphonocholines [GP1601],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP16010001
PnE,Ester,PnE(,Glycerophospholipids [GP],Glycerophosphonoethanolamines [GP17],Diacylglycerophosphonoethanolamines [GP1701],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP17010001
PPA,Ester,PPA(,Glycerophospholipids [GP],Glyceropyrophosphates [GP11],Diacylglyceropyrophosphates [GP1101],N/A,Acido phosphatidico pero con un pirophosphato; https://www.lipidmaps.org/databases/lmsd/LMGP11010001
PS,Ester,PS(,Glycerophospholipids [GP],Glycerophosphoserines [GP03],Diacylglycerophosphoserines [GP0301],N/A,
PS,Ester,PS(,Glycerophospholipids [GP],Glycerophosphoserines [GP03],Oxidized glycerophosphoserines [GP2004],N/A,
PS,Ester,PS(,Glycerophospholipids [GP],Glycerophosphoserines [GP03],Monoacylglycerophosphoserines [GP0305],N/A,
